Index,Bankrupt?, ROA(C) before interest and depreciation before interest, ROA(A) before interest and % after tax, ROA(B) before interest and depreciation after tax, Operating Gross Margin, Realized Sales Gross Margin, Operating Profit Rate, Pre-tax net Interest Rate, After-tax net Interest Rate, Non-industry income and expenditure/revenue, Continuous interest rate (after tax), Operating Expense Rate, Research and development expense rate, Cash flow rate, Interest-bearing debt interest rate, Tax rate (A), Net Value Per Share (B), Net Value Per Share (A), Net Value Per Share (C), Persistent EPS in the Last Four Seasons, Cash Flow Per Share, Revenue Per Share (Yuan ¥), Operating Profit Per Share (Yuan ¥), Per Share Net profit before tax (Yuan ¥), Realized Sales Gross Profit Growth Rate, Operating Profit Growth Rate, After-tax Net Profit Growth Rate, Regular Net Profit Growth Rate, Continuous Net Profit Growth Rate, Total Asset Growth Rate, Net Value Growth Rate, Total Asset Return Growth Rate Ratio, Cash Reinvestment %, Current Ratio, Quick Ratio, Interest Expense Ratio, Total debt/Total net worth, Debt ratio %, Net worth/Assets, Long-term fund suitability ratio (A), Borrowing dependency, Contingent liabilities/Net worth, Operating profit/Paid-in capital, Net profit before tax/Paid-in capital, Inventory and accounts receivable/Net value, Total Asset Turnover, Accounts Receivable Turnover, Average Collection Days, Inventory Turnover Rate (times), Fixed Assets Turnover Frequency, Net Worth Turnover Rate (times), Revenue per person, Operating profit per person, Allocation rate per person, Working Capital to Total Assets, Quick Assets/Total Assets, Current Assets/Total Assets, Cash/Total Assets, Quick Assets/Current Liability, Cash/Current Liability, Current Liability to Assets, Operating Funds to Liability, Inventory/Working Capital, Inventory/Current Liability, Current Liabilities/Liability, Working Capital/Equity, Current Liabilities/Equity, Long-term Liability to Current Assets, Retained Earnings to Total Assets, Total income/Total expense, Total expense/Assets, Current Asset Turnover Rate, Quick Asset Turnover Rate, Working capitcal Turnover Rate, Cash Turnover Rate, Cash Flow to Sales, Fixed Assets to Assets, Current Liability to Liability, Current Liability to Equity, Equity to Long-term Liability, Cash Flow to Total Assets, Cash Flow to Liability, CFO to Assets, Cash Flow to Equity, Current Liability to Current Assets, Liability-Assets Flag, Net Income to Total Assets, Total assets to GNP price, No-credit Interval, Gross Profit to Sales, Net Income to Stockholder's Equity, Liability to Equity, Degree of Financial Leverage (DFL), Interest Coverage Ratio (Interest expense to EBIT), Net Income Flag, Equity to Liability,cluster
642,0,0.59537854,0.671718273,0.660313721,0.609781058,0.609781058,0.999050317,0.797485745,0.809406055,0.303522592,0.781671448,0.00017808,0.0,0.465155213,0.0,0.002530621,0.165816864,0.165816864,0.165816864,0.242034603,0.321779727,0.057791491,0.119371387,0.191910823,0.022595761,0.848290894,0.690035597,0.690035597,0.217666575,0.00014233,0.000559078,0.269628801,0.387355166,0.015591215,0.003189696,0.630612252,0.004943507,0.103727666,0.896272334,0.00820723,0.369637181,0.005365848,0.118455551,0.190166654,0.407626775,0.508245877,0.00996216,0.000634454,8040000000.0,0.004722815,0.08483871,0.021077215,0.398238394,0.000722798,0.902903838,0.27931288,0.909312566,0.170238554,0.004598528,0.008195692,0.109987113,0.351954339,0.277552497,0.028722954,0.998618327,0.741621735,0.330652447,0.0,0.925900706,0.002368313,0.077036888,849000000.0,2170000000.0,0.593956229,482000000.0,0.671578001,0.05285109,0.998618327,0.330652447,0.110933234,0.668995339,0.465600734,0.602986978,0.318314854,0.018813333,0,0.858356781,7420000000.0,0.623707335,0.609782342,0.844499625,0.278364057,0.026791157,0.565158396,1,0.036517154,1
648,0,0.594208551,0.646696468,0.633759837,0.634168841,0.634168841,0.999612224,0.798568536,0.810228772,0.304238988,0.782581626,705000000.0,0.0,0.492161747,0.0,0.177852009,0.229278159,0.229278159,0.229278159,0.246194573,0.341267596,0.007017862,0.116521456,0.254123673,0.022827465,0.848690186,0.689500937,0.689500937,0.218735501,0.000410999,0.001732208,0.265271076,0.376774338,0.00749202,0.007756208,0.630612252,0.000351088,0.010883696,0.989116304,0.009738454,0.369637181,0.005365848,0.116485091,0.198997059,0.394048683,0.044977511,0.002645755,0.002390091,19100000.0,0.000243592,0.014032258,0.280084603,1.0,0.141096483,0.753907113,0.058577536,0.056118804,0.037030463,0.007630105,0.012684838,0.01504697,0.432360888,0.27697486,0.0,0.992439481,0.732060039,0.326588784,0.0,0.944777783,0.01028413,0.000852812,8340000000.0,9350000000.0,0.593928005,0.000149898,0.671503697,0.054304441,0.992439481,0.326588784,0.110933234,0.621003983,0.421642853,0.60860897,0.312433018,0.038674541,0,0.836447263,0.004839243,0.623371099,0.634170561,0.841997933,0.275033584,0.026791157,0.565158396,1,0.285004295,1
652,0,0.604982206,0.640154819,0.662080411,0.614551954,0.614551954,0.999273208,0.797744442,0.809622704,0.303508332,0.781922537,3160000000.0,900000000.0,0.484084447,0.000266027,0.079866383,0.207197337,0.207197337,0.207197337,0.259430841,0.339180873,0.028222696,0.136308118,0.207426376,0.022123123,0.848061791,0.689476786,0.689476786,0.217602185,7610000000.0,0.000490179,0.264245363,0.389096904,0.019750328,0.018350266,0.630641019,0.002121121,0.055567313,0.944432687,0.005278486,0.370213137,0.005365848,0.136287394,0.206010105,0.398401443,0.122938531,0.000793321,0.00797124,0.0002333,0.000149787,0.025645161,0.011236285,0.403631759,0.00999598,0.862918795,0.564303281,0.589051604,0.301580763,0.0182579,0.028160091,0.056475835,0.40392362,0.277033958,0.004204724,0.927262653,0.737651089,0.328016942,0.000442828,0.953653824,0.003687148,0.007008393,0.000200583,0.000197775,0.5940166,0.000283131,0.67160498,0.413429813,0.927262653,0.328016942,0.111236919,0.687966889,0.478984859,0.68382286,0.319755898,0.014848153,0,0.855781401,0.008989447,0.622916603,0.61454823,0.843465817,0.276317711,0.026796781,0.565185071,1,0.069387012,1
673,0,0.731828596,0.805876581,0.803897425,0.644625895,0.644625895,0.999554219,0.798069127,0.809939734,0.303487788,0.782248713,0.000232776,0.000142959,0.465462201,0.000230023,0.024293957,0.226876238,0.226876238,0.226876238,0.345844757,0.328641154,0.043135653,0.214477648,0.276945093,0.02419334,0.858322221,0.706585141,0.706585141,0.219573864,0.000236224,0.000783019,0.272436301,0.386107075,0.00906955,0.00710679,0.630651635,0.006576752,0.123771805,0.876228195,0.005234549,0.375435881,0.005365848,0.214470663,0.276065153,0.402393817,0.154422789,0.0008339,0.007577588,9170000000.0,0.000231488,0.035645161,0.012728581,0.417109518,0.011847712,0.793175145,0.399126778,0.459564151,0.059821097,0.00765726,0.003335337,0.094904239,0.349553645,0.27722281,0.004001305,0.722998848,0.734945502,0.330485457,0.007977509,0.967034187,0.002861274,0.028717661,0.000175569,0.000156911,0.593958296,6340000000.0,0.671593754,0.38295856,0.722998848,0.330485457,0.116892923,0.669109813,0.464635129,0.600442048,0.318764553,0.032113487,0,0.902103564,0.000818104,0.623846048,0.644621074,0.848498311,0.279548786,0.026796701,0.565184693,1,0.030119376,1
678,0,0.583288646,0.611044483,0.629369881,0.61932285,0.618277865,0.999223407,0.797705153,0.809555261,0.30354362,0.781832291,0.000141192,0.000107814,0.471118828,0.000159016,0.190403887,0.31675867,0.31675867,0.31675867,0.309823201,0.370623187,0.079918932,0.193062454,0.263689086,0.022116501,0.848055686,0.689479008,0.689479008,0.217602553,7800000000.0,0.000472461,0.264312967,0.386656607,0.006419325,0.004611429,0.630664991,0.005757849,0.114278804,0.885721196,0.005040667,0.372833456,0.006368821,0.193080593,0.262612171,0.399558963,0.113943028,0.000941434,0.006713432,9950000000.0,0.000108179,0.028548387,0.012517075,0.402896814,0.015759971,0.757820641,0.278218303,0.367413382,0.088978016,0.004746756,0.004433852,0.106244097,0.366338893,0.278854214,0.004673335,0.877104438,0.732407373,0.330749359,0.0,0.955922966,0.002649808,0.017568613,0.000132493,0.00010321,0.593921777,9100000000.0,0.671581823,0.537113634,0.877104438,0.330749359,0.110933234,0.654978099,0.461938953,0.660402731,0.316398487,0.044893578,0,0.839141164,0.011095833,0.5908765,0.619323664,0.843303816,0.278955168,0.026804511,0.565221278,1,0.03288167,1
691,0,0.555647638,0.633667684,0.61716366,0.615164531,0.615164531,0.999125539,0.797568196,0.809484174,0.303509299,0.781745694,0.000189181,0.000157221,0.468829001,0.000518052,0.0,0.191774472,0.191774472,0.191774472,0.259525385,0.33242555,0.055900903,0.13818093,0.207802968,0.022113198,0.848035275,0.689407624,0.689407624,0.217592661,0.000107727,0.000544879,0.264071303,0.391220521,0.013684825,0.00734385,0.630797866,0.009952671,0.154367083,0.845632917,0.005306406,0.37654865,0.005365848,0.138160145,0.206869768,0.404105983,0.202398801,0.001586641,0.003983485,6000000000.0,0.000372197,0.052903226,0.012593452,0.39886027,0.00647171,0.848173824,0.403735192,0.63706301,0.242410729,0.008387554,0.014611911,0.087748249,0.352785137,0.277326315,0.014025703,0.535684082,0.74033168,0.331013798,0.011742008,0.94757691,0.002439439,0.03958568,0.00014615,9350000000.0,0.593975882,0.000157473,0.671607964,0.345121246,0.535684082,0.331013798,0.125623966,0.713961045,0.471015209,0.62514909,0.328385612,0.021418287,0,0.844501526,0.000442234,0.623830718,0.615162657,0.844733804,0.28199674,0.026828807,0.565331745,1,0.023464394,1
694,0,0.592258568,0.629306585,0.625247604,0.620836276,0.61988498,0.999207808,0.797625331,0.809479617,0.303437273,0.781751168,0.000182706,3970000000.0,0.464095015,0.00049705,0.254479198,0.204500442,0.204500442,0.204500442,0.257161766,0.326802009,0.051378617,0.154384822,0.223243203,0.022322273,0.848390347,0.690493969,0.690493969,0.21771702,0.000138427,0.000690837,0.265611426,0.385725197,0.011968761,0.00975936,0.630681429,0.006928752,0.127550866,0.872449134,0.006739076,0.370515095,0.005501731,0.154347224,0.214388055,0.40769644,0.20089955,0.000580281,0.01089844,0.000137382,0.001302689,0.047580645,0.026720327,0.413932295,0.00351839,0.860767436,0.729915375,0.812329365,0.162743722,0.01041356,0.006765569,0.127446193,0.348362861,0.277115492,0.004369478,0.946835843,0.739920337,0.332089386,0.000265837,0.946727776,0.002403341,0.042686586,0.000208964,0.000192529,0.593990186,0.000115472,0.671583632,0.08097248,0.946835843,0.332089386,0.111289719,0.663596211,0.463384817,0.596563,0.317954012,0.024455187,0,0.839282978,0.000748724,0.624050104,0.620836142,0.843569784,0.279803816,0.026807411,0.565234727,1,0.029129248,1
704,0,0.617510847,0.660488443,0.644252904,0.612764669,0.613182663,0.999129698,0.797579125,0.80944889,0.303519692,0.781714115,0.000153218,4480000000.0,0.482130126,0.0,0.24506529,0.193460031,0.193460031,0.193460031,0.256216318,0.339499187,0.062616271,0.144532204,0.214807562,0.022196876,0.848154597,0.689623277,0.689623277,0.217619908,9120000000.0,0.000538091,0.264906637,0.406784397,0.010192792,0.007802372,0.630613279,0.003006593,0.073041691,0.926958309,0.007865018,0.369637181,0.005615677,0.144543782,0.213912978,0.396678559,0.326836582,0.003463423,0.001825657,0.000392082,0.002109116,0.056612903,0.0294846,0.408550236,0.001739994,0.793882161,0.311933002,0.383961882,0.055957305,0.008045888,0.004169273,0.070897577,0.396756172,0.277243836,0.005896557,0.899197138,0.734300044,0.328667511,0.0,0.953715713,0.002438032,0.054663748,4210000000.0,3710000000.0,0.593930429,2120000000.0,0.671560871,0.067851263,0.899197138,0.328667511,0.110933234,0.60397468,0.446075664,0.701162937,0.309728389,0.028644796,0,0.862544211,0.001814467,0.623783175,0.612760459,0.844149563,0.276959334,0.026791392,0.565159516,1,0.052725661,1
707,0,0.626480768,0.668720017,0.654210611,0.623466755,0.622385736,0.999339185,0.797964403,0.809729856,0.303754623,0.782022888,9120000000.0,5130000000.0,0.473648541,0.0,0.233626885,0.291601702,0.291601702,0.291601702,0.315968611,0.344662941,0.049714899,0.18288413,0.278225503,0.022172175,0.84811567,0.689604753,0.689604753,0.217616567,0.000114994,0.00062336,0.265033297,0.389665065,0.019457038,0.018656572,0.630612252,0.002845184,0.070048674,0.929951326,0.006070252,0.369637181,0.005735108,0.182886316,0.273659603,0.398710919,0.116941529,0.000572165,0.011052998,0.000362466,0.0004191,0.025806452,0.016233127,0.412405871,0.006846027,0.866152242,0.615460118,0.610330451,0.351490168,0.018931214,0.03122558,0.059384659,0.369586012,0.276999416,0.001710005,0.782454655,0.738191547,0.328235664,0.0,0.963867131,0.003318805,0.010247641,0.000258775,0.000267428,0.594043275,0.000404561,0.671608902,0.15986063,0.782454655,0.328235664,0.110933234,0.684074033,0.473777384,0.632274971,0.31960877,0.015073106,0,0.861303784,0.004464291,0.625167468,0.623465199,0.84401991,0.27684224,0.026791157,0.565158396,1,0.055028242,1
718,0,0.561302589,0.603739642,0.601852348,0.613867309,0.613838481,0.999200182,0.797638888,0.809503052,0.30347667,0.781791308,932000000.0,2040000000.0,0.477634349,0.000281028,0.196882276,0.228477519,0.228477519,0.228477519,0.256783587,0.339711396,0.041880303,0.141926553,0.208932741,0.02209218,0.848034252,0.689377962,0.689377962,0.217591815,7050000000.0,0.00046475,0.263850619,0.386740434,0.014067351,0.008644557,0.630684854,0.0029765,0.072497506,0.927502494,0.0054712,0.371195058,0.005365848,0.141938216,0.208031069,0.400006431,0.131934033,0.000874479,0.007238586,6920000000.0,0.000217115,0.027741935,0.013677423,0.402851586,0.008192352,0.821263959,0.297222932,0.449889942,0.054899574,0.009011546,0.00479235,0.060443943,0.378421775,0.277294899,0.013402697,0.770597752,0.735796855,0.328295386,0.003968454,0.960395801,0.00257286,0.020284808,0.000135812,9120000000.0,0.593973179,4700000000.0,0.671576944,0.304935193,0.770597752,0.328295386,0.11317624,0.649943515,0.461667901,0.655876624,0.315435243,0.020839929,0,0.8366774,0.002065564,0.624074609,0.613862955,0.842547414,0.276937964,0.026807605,0.565235623,1,0.053128065,1
720,0,0.530931604,0.598342782,0.580063173,0.599655515,0.599655515,0.999026399,0.797525864,0.809427538,0.303642959,0.781694045,3970000000.0,3070000000.0,0.465787642,0.000577058,0.121672234,0.240824238,0.240824238,0.240824238,0.26160537,0.334406168,0.081749021,0.120267079,0.214807562,0.022132194,0.848093472,0.689499264,0.689499812,0.217604541,7540000000.0,0.000504378,0.264251579,0.383154502,0.012496685,0.011226632,0.630782113,0.005650243,0.112948575,0.887051425,0.070271037,0.371018357,0.005365848,0.120238735,0.211944801,0.400814284,0.193403298,0.001036795,0.006104595,0.000313933,0.028131882,0.044032258,0.15255497,0.425374822,0.000561501,0.86297198,0.747076587,0.794508799,0.339690371,0.01137641,0.015056504,0.119502834,0.353863863,0.277070952,0.003246873,0.999509882,0.739435137,0.331282185,0.0,0.94823286,0.002879225,0.009434055,0.000169933,0.000164994,0.593979669,0.000203469,0.671572447,0.002681319,0.999509882,0.331282185,0.110933234,0.643251729,0.459346601,0.613307964,0.314614922,0.02343407,0,0.831824849,0.011461462,0.624935821,0.599655396,0.842731519,0.278876822,0.026839079,0.565376986,1,0.033304627,1
732,0,0.5942573,0.647732229,0.628299159,0.614249269,0.614249269,0.99920723,0.797732129,0.809566979,0.303624831,0.781819379,9270000000.0,2330000000.0,0.478619058,0.000191019,0.217329689,0.194639922,0.194639922,0.194639922,0.256310863,0.335997736,0.0369194,0.137610944,0.216690517,0.022141786,0.848087049,0.689584728,0.689584728,0.21761002,6040000000.0,0.000535122,0.264560847,0.396361909,0.014660173,0.010322064,0.630654375,0.003178034,0.076155637,0.923844363,0.005480905,0.371073156,0.005365848,0.137606462,0.215798205,0.398911877,0.15892054,0.001188967,0.005316437,9820000000.0,0.000314703,0.036451613,0.021215281,0.409364329,0.008891376,0.837870482,0.486141465,0.540418421,0.133893395,0.012756203,0.010157397,0.069623923,0.384664822,0.277092096,0.005267372,0.8482297,0.73678694,0.328657222,0.0,0.954589686,0.002893009,0.017950489,0.000124965,0.000116955,0.593970617,8890000000.0,0.671595702,0.275409849,0.8482297,0.328657222,0.110933234,0.688537583,0.474132831,0.676014613,0.32030963,0.020002797,0,0.86564485,0.001148895,0.624315145,0.614246425,0.844401049,0.277083707,0.026801343,0.565206502,1,0.050525753,1
735,0,0.575781212,0.646423899,0.639595267,0.619863359,0.619863359,0.999172797,0.797594204,0.809509172,0.303455884,0.781782607,0.000217397,0.000185066,0.464168826,0.000591059,0.0,0.19678901,0.19678901,0.19678901,0.24931455,0.320400368,0.035906045,0.130689683,0.201476237,0.022369129,0.84891596,0.690210538,0.690210538,0.217686365,0.000126171,0.000747159,0.267536191,0.379698968,0.02298464,0.015052022,0.63074136,0.003047629,0.073797503,0.926202497,0.006175563,0.370786856,0.005365848,0.130685427,0.196666918,0.401376967,0.1994003,0.001243748,0.005080758,908000000.0,0.000554513,0.04,0.024214562,0.409047738,0.006162032,0.891873601,0.54359866,0.698275935,0.10627575,0.017261075,0.009739284,0.057553066,0.346709382,0.27714709,0.015122743,0.720726532,0.73971675,0.328205995,0.003136472,0.944171379,0.002428949,0.044345139,0.000174259,0.000138671,0.594009765,7400000000.0,0.671579149,0.159391911,0.720726532,0.328205995,0.113685613,0.655653255,0.463543609,0.579448845,0.316151834,0.012743966,0,0.847615476,0.000665994,0.624022136,0.619864058,0.843239273,0.276989688,0.026832368,0.565347523,1,0.052166892,1
745,0,0.559401355,0.661796773,0.63086889,0.597291688,0.597291688,0.999011609,0.797444796,0.80937585,0.303532019,0.781629203,1640000000.0,594000000.0,0.46584971,0.000519052,0.0,0.208967174,0.208967174,0.209009313,0.275219817,0.336563627,0.210687115,0.14534647,0.246968442,0.022349786,0.848205606,0.689835497,0.689835497,0.21764176,6900000000.0,0.001452445,0.269602381,0.389916546,0.013628039,0.006013198,0.630907796,0.006301352,0.120688091,0.879311909,0.006336213,0.373310996,0.005365848,0.142744313,0.215654928,0.40678007,0.635682159,0.004335873,0.001458477,0.000212282,0.0028641,0.197741935,0.230104431,0.431084779,0.010133704,0.879866045,0.48505779,0.84876712,0.099191956,0.007514034,0.004481745,0.117223531,0.352980226,0.277382118,0.016133683,0.918540561,0.740942728,0.331404275,0.00116225,0.951144286,0.00295328,0.016507287,4280000000.0,2370000000.0,0.593936474,1740000000.0,0.67156938,0.109405689,0.918540561,0.331404275,0.112498008,0.621446091,0.454767106,0.613051185,0.311181195,0.021506731,0,0.865869271,0.001577373,0.624004499,0.59729243,0.84551432,0.279348857,0.026901548,0.565634978,1,0.03097124,1
752,0,0.643299371,0.676188399,0.665774399,0.620389455,0.619041785,0.999264889,0.797854699,0.80964666,0.303718369,0.78193573,0.000111936,5450000000.0,0.4719794,0.0,0.24233222,0.259828916,0.259828916,0.259828916,0.299706911,0.34409705,0.051575238,0.16830877,0.267831588,0.022259203,0.848233827,0.689903188,0.689903188,0.217650477,0.000144156,0.000740147,0.265956438,0.392673522,0.018524747,0.01767028,0.630612252,0.00344249,0.080781207,0.919218793,0.006409878,0.369637181,0.005611412,0.16831143,0.257190257,0.399750544,0.152923538,0.000647236,0.009768719,0.000324442,0.00062638,0.032580645,0.014085748,0.406209719,0.003704568,0.88443646,0.725850358,0.724620655,0.428985901,0.017909204,0.030639734,0.073979962,0.367827219,0.277004805,0.001941467,0.852077613,0.739543425,0.32886876,0.0,0.960072748,0.002940104,0.015424306,0.000250563,0.000257333,0.594036559,0.00040414,0.671669975,0.121795775,0.852077613,0.32886876,0.110933234,0.777067479,0.500600642,0.637328914,0.331818035,0.015834617,0,0.860093145,0.002809517,0.624832583,0.620384189,0.844139217,0.277275817,0.026791179,0.565158504,1,0.047542218,1
754,0,0.597621021,0.636120802,0.630440602,0.623711786,0.623711786,0.99925784,0.797770035,0.809597055,0.303585434,0.781871028,0.000193922,4130000000.0,0.493523901,8000000.0,0.211762324,0.203446968,0.203446968,0.203446968,0.252529073,0.345936196,0.027874828,0.133783894,0.209083377,0.022117465,0.848062874,0.689495715,0.689495715,0.2176017,8230000000.0,0.000478949,0.264436518,0.40241608,0.014559081,0.014663369,0.630612252,0.002273411,0.058741724,0.941258276,0.005161523,0.369855262,0.005365848,0.133795821,0.208144182,0.397105931,0.130434783,0.00093129,0.006784307,19100000.0,0.000167943,0.025967742,0.006744709,0.398611519,0.007371589,0.818607605,0.440340999,0.421858141,0.031476495,0.014696507,0.003027419,0.054814626,0.423219231,0.27697486,0.0,0.853394748,0.735436046,0.327986892,0.001069948,0.94997565,0.002585458,0.026998876,0.000136743,0.000149293,0.59397504,2890000000.0,0.671546513,0.51900769,0.853394748,0.327986892,0.111468238,0.60661705,0.444186736,0.728492068,0.310326074,0.020140401,0,0.852147794,0.000728188,0.624107145,0.623708531,0.843300774,0.276427921,0.026791186,0.565158536,1,0.065654408,1
768,0,0.600789743,0.635902747,0.645216553,0.613161043,0.613161043,0.999208617,0.797671536,0.809553178,0.303516067,0.781829765,7390000000.0,5160000000.0,0.478397625,0.000241024,0.103350542,0.190426025,0.190426025,0.190426025,0.246856386,0.338155196,0.027421087,0.126862633,0.20305792,0.022778049,0.84872509,0.690813409,0.690813409,0.217755892,0.000149467,0.00068899,0.266441321,0.399482136,0.014388099,0.011746915,0.630693415,0.004934388,0.103606736,0.896393264,0.005186607,0.372737277,0.005365848,0.126093116,0.197051504,0.397775792,0.152923538,0.00170635,0.003706819,0.000180946,0.000152813,0.034032258,0.007581922,0.398193166,0.008048446,0.828093045,0.428794628,0.485698058,0.302507982,0.012292675,0.025034693,0.063783052,0.370352456,0.277107248,0.005763021,0.574718936,0.736853437,0.328772511,0.009774003,0.9466557,0.002986363,0.010321855,0.000166846,0.000151847,0.593986431,0.000289841,0.671645128,0.483353577,0.574718936,0.328772511,0.117843945,0.741270646,0.483168967,0.665414141,0.328700029,0.020378059,0,0.841677073,0.00132963,0.617931214,0.613157793,0.84330575,0.278357582,0.026795467,0.565178864,1,0.036563448,1
769,0,0.583581144,0.638901003,0.633117405,0.603158016,0.603150809,0.999038878,0.797661714,0.809539508,0.303853962,0.781815729,8330000000.0,1050000000.0,0.465968815,0.000162016,0.123595506,0.218490582,0.218490582,0.218490582,0.276732533,0.329419254,0.055598409,0.11546291,0.228892069,0.022117686,0.848054368,0.689671145,0.689671145,0.217624806,9110000000.0,0.000565192,0.264852243,0.383778548,0.008205279,0.007129249,0.630657457,0.006502886,0.122955528,0.877044472,0.005576789,0.371665888,0.00614824,0.11545915,0.225397783,0.401615438,0.164917541,0.000768973,0.008212897,0.000353485,0.000329833,0.040967742,0.016365319,0.396203161,0.00637284,0.781274673,0.376353151,0.414925326,0.060524431,0.007247412,0.003387522,0.094539043,0.350685678,0.27721694,0.002829162,0.72486879,0.734090092,0.330448894,0.007562462,0.955299076,0.00284772,0.015228816,0.00010705,0.000101727,0.593936882,4550000000.0,0.671564792,0.226141336,0.72486879,0.330448894,0.116018642,0.630002755,0.456610786,0.604746573,0.31250298,0.035405554,0,0.851040987,0.012329511,0.623946426,0.603153838,0.844409502,0.279495449,0.026801544,0.565207441,1,0.030339719,1
793,0,0.679179057,0.71892717,0.704909256,0.621744332,0.621225443,0.999294815,0.797821774,0.809637156,0.303598244,0.781921554,0.000117024,5420000000.0,0.4788623,0.0,0.208017006,0.220934642,0.220934642,0.220934642,0.303583247,0.345299569,0.056021901,0.182476997,0.259019357,0.022163499,0.848106777,0.68962094,0.68962094,0.217618817,9120000000.0,0.000534198,0.265306043,0.393297567,0.017676076,0.013936595,0.630612252,0.003274697,0.077848656,0.922151344,0.005698646,0.369637181,0.005365848,0.182438484,0.258170575,0.400022507,0.203898051,0.001255922,0.005036355,0.000130312,0.000488698,0.039193548,0.019925679,0.414124511,0.005908802,0.875822845,0.590915287,0.693987681,0.363204532,0.01453355,0.025854393,0.074230504,0.387226181,0.277114829,0.008462987,0.88585613,0.738958215,0.328841912,0.0,0.968591837,0.002884853,0.025191024,0.000149201,0.000130952,0.593988225,0.000220885,0.671592941,0.212743739,0.88585613,0.328841912,0.110933234,0.686844594,0.473283294,0.685010742,0.320139501,0.016596492,0,0.89254734,0.0012104,0.624179221,0.621742022,0.846131354,0.277153918,0.02679117,0.56515846,1,0.049381601,1
794,0,0.554770146,0.623964239,0.609186787,0.600354574,0.600354574,0.999004907,0.797454342,0.809372725,0.303562714,0.781635799,7240000000.0,1920000000.0,0.464204055,0.0,0.058406721,0.194682061,0.194682061,0.194682061,0.249030916,0.321319941,0.108822239,0.117661428,0.199066054,0.02215574,0.848100436,0.690002416,0.690002416,0.217666097,9220000000.0,0.000510317,0.265064379,0.381599046,0.023224265,0.020010306,0.630613964,0.004326138,0.094899779,0.905100221,0.015032374,0.369637181,0.005365848,0.117649454,0.198122314,0.403336982,0.506746627,0.001740842,0.003631675,0.000351383,0.011219618,0.087580645,0.029023398,0.396214468,0.000306159,0.948284632,0.882792878,0.975960066,0.157802034,0.02024402,0.010482917,0.079576088,0.347316583,0.277065188,0.008042771,0.784575872,0.743964305,0.329274639,0.0,0.947363329,0.002428779,0.040941537,7810000000.0,7500000000.0,0.593961584,3880000000.0,0.671575812,0.018699784,0.784575872,0.329274639,0.110933234,0.661402627,0.464156619,0.585368166,0.317107384,0.012611081,0,0.843609053,0.000723349,0.624219211,0.60035511,0.843297724,0.277916267,0.026791619,0.565160601,1,0.040155617,1
808,0,0.568225028,0.609136502,0.601584667,0.595922397,0.595922397,0.998989077,0.797727288,0.80955409,0.304072699,0.781824291,1710000000.0,0.0,0.468194895,0.000144014,0.246482437,0.21242257,0.21242257,0.21242257,0.252718162,0.325705595,0.033092851,0.099584724,0.211267606,0.02201454,0.847965174,0.689505121,0.689505236,0.217605742,727000000.0,0.000457738,0.264215835,0.374408554,0.006886718,0.006418694,0.630637594,0.004224004,0.093357922,0.906642078,0.00559403,0.371026185,0.013927074,0.099573339,0.210376291,0.394714525,0.112443778,0.002317065,0.002729947,19100000.0,0.000235271,0.026451613,0.061636532,0.39778612,0.031541556,0.758274919,0.218139185,0.208983018,0.029470966,0.007025006,0.002722586,0.057088007,0.352412933,0.27697486,0.0,0.568607132,0.732384136,0.328383408,0.0,0.953195919,0.005468974,0.002292463,6890000000.0,7820000000.0,0.593922121,297000000.0,0.671574721,0.221320184,0.568607132,0.328383408,0.110933234,0.646036508,0.46010858,0.600709487,0.314990448,0.041955107,0,0.839529359,0.005157657,0.623546584,0.5959228,0.842996532,0.27784234,0.026797135,0.565186742,1,0.040855443,1
824,0,0.574513723,0.642825992,0.627014294,0.601269837,0.601269837,0.999050895,0.7974845,0.809396291,0.303518967,0.781660782,4090000000.0,3280000000.0,0.46951511,0.0,0.08988764,0.333403565,0.333403565,0.333403565,0.344426586,0.365813115,0.302826807,0.222701734,0.286887098,0.022146827,0.848081637,0.689499898,0.689499898,0.217605012,9150000000.0,0.000633317,0.264452837,0.395737864,0.01508638,0.010359494,0.630612252,0.004928916,0.103546271,0.896453729,0.007312211,0.369637181,0.005365848,0.222702623,0.283010331,0.403413346,0.448275862,0.002047214,0.003090297,0.000209225,0.005001963,0.092258065,0.167630686,0.442402931,0.007577119,0.894882987,0.677222147,0.879883767,0.40097487,0.011214477,0.019311626,0.109942867,0.365057685,0.277194422,0.0103474,1.0,0.741101831,0.330646254,0.0,0.958344773,0.002683771,0.021628768,7960000000.0,6370000000.0,0.593953217,0.000111173,0.671593497,0.071139135,1.0,0.330646254,0.110933234,0.741851348,0.483325216,0.647383555,0.32877851,0.019439739,0,0.853422459,0.007175323,0.624243174,0.601268237,0.844143032,0.27835398,0.026791157,0.565158396,1,0.036589278,1
